latent_key,rollout_id,trial_id,chunk_id,group,dominant_failure_mode,centroid_mode,cos_success_centroid,cos_bowl_centroid,margin_success_minus_bowl,nearest_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_020,20,4,natural_failure,wrong_receptacle,chunk_aligned,0.8473964645232648,0.8532629817294493,-0.005866517206184474,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_021,21,0,natural_success,success,chunk_aligned,0.853950853520866,0.8165129331756178,0.03743792034524818,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_021,21,1,natural_success,success,chunk_aligned,0.8879863165059529,0.8918142133769065,-0.003827896870953529,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_021,21,2,natural_success,success,chunk_aligned,0.9094943294834685,0.8704827968222518,0.03901153266121671,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_021,21,3,natural_success,success,chunk_aligned,0.8715809676403456,0.8271812244558439,0.044399743184501794,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_021,21,4,natural_success,success,chunk_aligned,0.8561450279294153,0.805335061962398,0.05080996596701726,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_022,22,0,natural_success,success,chunk_aligned,0.8239558451450744,0.7914111591494226,0.032544685995651745,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_022,22,1,natural_success,success,chunk_aligned,0.8875334316150542,0.8850717050342118,0.002461726580842316,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_022,22,2,natural_success,success,chunk_aligned,0.9317488243835104,0.9213748985998189,0.010373925783691451,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_022,22,3,natural_success,success,chunk_aligned,0.8822247618901453,0.8506426495381778,0.031582112351967506,success_template
